cluster,gene
CD34+MFAP5+ C9 Marginal,SMURF2
CD34+MFAP5+ C9 Marginal,NOVA2
CD34+MFAP5+ C9 Marginal,GASK1A
CD34+MFAP5+ C9 Marginal,RADIL
CD34+MFAP5+ C9 Marginal,EBF2
CD34+MFAP5+ C9 Marginal,PENK
CD34+MFAP5+ C9 Marginal,GALNT12
CD34+MFAP5+ C9 Marginal,RAB32
CD34+MFAP5+ C9 Marginal,CREB5
CD34+MFAP5+ C9 Marginal,S100A10
CD34+MFAP5+ C9 Marginal,STAC
CD34+MFAP5+ C9 Marginal,LAMA3
CD34+MFAP5+ C9 Marginal,CYP4X1
CD34+MFAP5+ C9 Marginal,MSTN
CD34+MFAP5+ C9 Marginal,NLGN1
CD34+MFAP5+ C9 Marginal,NTM
CD34+MFAP5+ C9 Marginal,FBLN1
CD34+MFAP5+ C9 Marginal,NOSTRIN
CD34+MFAP5+ C9 Marginal,VASH2
CD34+MFAP5+ C9 Marginal,GAP43
CD34+MFAP5+ C9 Marginal,PPL
CD34+MFAP5+ C9 Marginal,AKAP12
CD34+MFAP5+ C9 Marginal,HS3ST1
CD34+MFAP5+ C9 Marginal,GPNMB
CD34+MFAP5+ C9 Marginal,SPSB4
CD34+MFAP5+ C9 Marginal,DIAPH1
CD34+MFAP5+ C9 Marginal,THY1
CD34+MFAP5+ C9 Marginal,PTHLH
CD34+MFAP5+ C9 Marginal,OMD
CD34+MFAP5+ C9 Marginal,CDA
CD34+MFAP5+ C9 Marginal,LTBP4
CD34+MFAP5+ C9 Marginal,BMP8B
CD34+MFAP5+ C9 Marginal,ARHGAP29
CD34+MFAP5+ C9 Marginal,MCUB
CD34+MFAP5+ C9 Marginal,DCN
CD34+MFAP5+ C9 Marginal,OLFML2A
CD34+MFAP5+ C9 Marginal,EBF1
CD34+MFAP5+ C9 Marginal,CCDC80
CD34+MFAP5+ C9 Marginal,PLCB1
CD34+MFAP5+ C9 Marginal,THBS3
CD34+MFAP5+ C9 Marginal,FAM107B
CD34+MFAP5+ C9 Marginal,EN1
CD34+MFAP5+ C9 Marginal,IGFBP5
CD34+MFAP5+ C9 Marginal,PAMR1
CD34+MFAP5+ C9 Marginal,FGF16
CD34+MFAP5+ C9 Marginal,EFEMP1
CD34+MFAP5+ C9 Marginal,HSPA12B
CD34+MFAP5+ C9 Marginal,CDKN2B
CD34+MFAP5+ C9 Marginal,PLAC9
CD34+MFAP5+ C9 Marginal,VSIR
CD34+MFAP5+ C9 Marginal,F10
CD34+MFAP5+ C9 Marginal,APLN
CD34+MFAP5+ C9 Marginal,CA12
CD34+MFAP5+ C9 Marginal,TBC1D12
CD34+MFAP5+ C9 Marginal,AC005747.1
CD34+MFAP5+ C9 Marginal,SIX2
CD34+MFAP5+ C9 Marginal,LEPR
CD34+MFAP5+ C9 Marginal,LZTS3
CD34+MFAP5+ C9 Marginal,MGST1
CD34+MFAP5+ C9 Marginal,VAT1
CD34+MFAP5+ C9 Marginal,COL8A2
CD34+MFAP5+ C9 Marginal,SHISA3
CD34+MFAP5+ C9 Marginal,CADM3
CD34+MFAP5+ C9 Marginal,ADAMTSL4
CD34+MFAP5+ C9 Marginal,ADAMTS19
CD34+MFAP5+ C9 Marginal,CCN5
CD34+MFAP5+ C9 Marginal,GSDME
CD34+MFAP5+ C9 Marginal,CAPS
CD34+MFAP5+ C9 Marginal,CD24
CD34+MFAP5+ C9 Marginal,SH2D4A
CD34+MFAP5+ C9 Marginal,NOVA1
CD34+MFAP5+ C9 Marginal,C6orf132
CD34+MFAP5+ C9 Marginal,S100A4
CD34+MFAP5+ C9 Marginal,BASP1
CD34+MFAP5+ C9 Marginal,KRT27
CD34+MFAP5+ C9 Marginal,LRRC17
CD34+MFAP5+ C9 Marginal,MBP
CD34+MFAP5+ C9 Marginal,SLIT3
CD34+MFAP5+ C9 Marginal,LRRN4CL
CD34+MFAP5+ C9 Marginal,ACE
CD34+MFAP5+ C9 Marginal,ANXA2
CD34+MFAP5+ C9 Marginal,ABCC1
CD34+MFAP5+ C9 Marginal,LRRC75B
CD34+MFAP5+ C9 Marginal,WFDC3
CD34+MFAP5+ C9 Marginal,PROSER2
CD34+MFAP5+ C9 Marginal,ELANE
CD34+MFAP5+ C9 Marginal,GFPT2
CD34+MFAP5+ C9 Marginal,GALNT13
CD34+MFAP5+ C9 Marginal,SLPI
CD34+MFAP5+ C9 Marginal,IL17RD
CD34+MFAP5+ C9 Marginal,NID1
CD34+MFAP5+ C9 Marginal,MARCHF3
CD34+MFAP5+ C9 Marginal,PTGFRN
CD34+MFAP5+ C9 Marginal,COBLL1
CD34+MFAP5+ C9 Marginal,HRCT1
CD34+MFAP5+ C9 Marginal,NTN4
CD34+MFAP5+ C9 Marginal,ADAMTS16
CD34+MFAP5+ C9 Marginal,CRIP1
CD34+MFAP5+ C9 Marginal,PKDCC
CD34+MFAP5+ C9 Marginal,SDK1
CD34+MFAP5+ C9 Marginal,TRIOBP
CD34+MFAP5+ C9 Marginal,TMEM35A
CD34+MFAP5+ C9 Marginal,STXBP6
CD34+MFAP5+ C9 Marginal,EYA2
CD34+MFAP5+ C9 Marginal,FGFBP2
CD34+MFAP5+ C9 Marginal,BMP7
CD34+MFAP5+ C9 Marginal,MSX1
CD34+MFAP5+ C9 Marginal,CHRDL1
CD34+MFAP5+ C9 Marginal,CALHM5
CD34+MFAP5+ C9 Marginal,HSPB8
CD34+MFAP5+ C9 Marginal,C12orf75
CD34+MFAP5+ C9 Marginal,BDKRB2
CD34+MFAP5+ C9 Marginal,CKB
CD34+MFAP5+ C9 Marginal,STATH
CD34+MFAP5+ C9 Marginal,CTXN1
CD34+MFAP5+ C9 Marginal,FSTL3
CD34+MFAP5+ C9 Marginal,KCNB2
CD34+MFAP5+ C9 Marginal,PDZRN4
CD34+MFAP5+ C9 Marginal,ABCC2
CD34+MFAP5+ C9 Marginal,YWHAH
CD34+MFAP5+ C9 Marginal,RAB23
CD34+MFAP5+ C9 Marginal,PHGDH
CD34+MFAP5+ C9 Marginal,APCDD1
CD34+MFAP5+ C9 Marginal,RAMP2
CD34+MFAP5+ C9 Marginal,S100A6
CD34+MFAP5+ C9 Marginal,GPRC5B
CD34+MFAP5+ C9 Marginal,LOX
CD34+MFAP5+ C9 Marginal,FHOD3
CD34+MFAP5+ C9 Marginal,LRRC75A
CD34+MFAP5+ C9 Marginal,WNT9A
CD34+MFAP5+ C9 Marginal,MYOF
CD34+MFAP5+ C9 Marginal,CAB39L
CD34+MFAP5+ C9 Marginal,CAPG
CD34+MFAP5+ C9 Marginal,ADD3
CD34+MFAP5+ C9 Marginal,GPRC5A
CD34+MFAP5+ C9 Marginal,C1orf21
CD34+MFAP5+ C9 Marginal,KCND2
CD34+MFAP5+ C9 Marginal,ITGA9
CD34+MFAP5+ C9 Marginal,KLF3
CD34+MFAP5+ C9 Marginal,ZNF423
CD34+MFAP5+ C9 Marginal,EMP3
CD34+MFAP5+ C9 Marginal,TMEM108
CD34+MFAP5+ C9 Marginal,FILIP1
CD34+MFAP5+ C9 Marginal,GABRE
CD34+MFAP5+ C9 Marginal,AKR1C3
CD34+MFAP5+ C9 Marginal,RNPEPL1
CD34+MFAP5+ C9 Marginal,DOCK11
CD34+MFAP5+ C9 Marginal,CCR1
CD34+MFAP5+ C9 Marginal,TMTC1
CD34+MFAP5+ C9 Marginal,TWIST2
CD34+MFAP5+ C9 Marginal,SDC2
CD34+MFAP5+ C9 Marginal,DEFB1
CD34+MFAP5+ C9 Marginal,ADI1
CD34+MFAP5+ C9 Marginal,ECM1
CD34+MFAP5+ C9 Marginal,MARCKS
CD34+MFAP5+ C9 Marginal,CACNA2D3
CD34+MFAP5+ C9 Marginal,TSPAN18
CD34+MFAP5+ C9 Marginal,DOCK4
CD34+MFAP5+ C9 Marginal,CELF2
CD34+MFAP5+ C9 Marginal,SERINC2
CD34+MFAP5+ C9 Marginal,IL17D
CD34+MFAP5+ C9 Marginal,ACKR2
CD34+MFAP5+ C9 Marginal,CAMK1D
CD34+MFAP5+ C9 Marginal,GLIPR2
CD34+MFAP5+ C9 Marginal,COL4A4
CD34+MFAP5+ C9 Marginal,SGMS2
CD34+MFAP5+ C9 Marginal,ANOS1
CD34+MFAP5+ C9 Marginal,TMCC3
CD34+MFAP5+ C9 Marginal,ASAP2
CD34+MFAP5+ C9 Marginal,HEG1
CD34+MFAP5+ C9 Marginal,FYN
CD34+MFAP5+ C9 Marginal,TGFBR3
CD34+MFAP5+ C9 Marginal,NEGR1
CD34+MFAP5+ C9 Marginal,TRERF1
CD34+MFAP5+ C9 Marginal,TNFSF4
CD34+MFAP5+ C9 Marginal,SLC7A1
CD34+MFAP5+ C9 Marginal,TNNT3
CD34+MFAP5+ C9 Marginal,EPHA7
CD34+MFAP5+ C9 Marginal,LRRC8C
CD34+MFAP5+ C9 Marginal,TAFA5
CD34+MFAP5+ C9 Marginal,SPRR2B
CD34+MFAP5+ C9 Marginal,DDAH2
CD34+MFAP5+ C9 Marginal,AHNAK
CD34+MFAP5+ C9 Marginal,CHL1
CD34+MFAP5+ C9 Marginal,BIN1
CD34+MFAP5+ C9 Marginal,SULF1
CD34+MFAP5+ C9 Marginal,AMOTL2
CD34+MFAP5+ C9 Marginal,RASSF5
CD34+MFAP5+ C9 Marginal,ALPL
CD34+MFAP5+ C9 Marginal,SH3D19
CD34+MFAP5+ C9 Marginal,MMP17
CD34+MFAP5+ C9 Marginal,RECK
CD34+MFAP5+ C9 Marginal,KCNMA1
CD34+MFAP5+ C9 Marginal,JDP2
CD34+MFAP5+ C9 Marginal,ECM2
CD34+MFAP5+ C9 Marginal,CDKN2A
CD34+MFAP5+ C9 Marginal,ANXA1
CD34+MFAP5+ C9 Marginal,TESK1
CD34+MFAP5+ C9 Marginal,OSR1
CD34+MFAP5+ C9 Marginal,FLNB
CD34+MFAP5+ C9 Marginal,ADAMTS2
CD34+MFAP5+ C9 Marginal,PLAAT5
CD34+MFAP5+ C9 Marginal,LMO3
CD34+MFAP5+ C9 Marginal,FGL2
CD34+MFAP5+ C9 Marginal,LSP1
CD34+MFAP5+ C9 Marginal,BST1
CD34+MFAP5+ C9 Marginal,EPB41L3
CD34+MFAP5+ C9 Marginal,TRIP10
CD34+MFAP5+ C9 Marginal,RIMKLB
CD34+MFAP5+ C9 Marginal,MRGPRF
CD34+MFAP5+ C9 Marginal,NACAD
CD34+MFAP5+ C9 Marginal,DMRT2
CD34+MFAP5+ C9 Marginal,OSR2
CD34+MFAP5+ C9 Marginal,LURAP1L
CD34+MFAP5+ C9 Marginal,SNAPC4
CD34+MFAP5+ C9 Marginal,S100A11
CD34+MFAP5+ C9 Marginal,HES6
CD34+MFAP5+ C9 Marginal,WNT4
CD34+MFAP5+ C9 Marginal,RGS9
CD34+MFAP5+ C9 Marginal,TNMD
CD34+MFAP5+ C9 Marginal,MTCL1
CD34+MFAP5+ C9 Marginal,CARMIL1
CD34+MFAP5+ C9 Marginal,ANKRD33B
CD34+MFAP5+ C9 Marginal,MGLL
CD34+MFAP5+ C9 Marginal,DUOX1
CD34+MFAP5+ C9 Marginal,ITGB3
CD34+MFAP5+ C9 Marginal,STK38
CD34+MFAP5+ C9 Marginal,CACNB4
CD34+MFAP5+ C9 Marginal,CMTM3
CD34+MFAP5+ C9 Marginal,DLGAP4
CD34+MFAP5+ C9 Marginal,C11orf53
CD34+MFAP5+ C9 Marginal,MARCHF2
CD34+MFAP5+ C9 Marginal,DUSP22
CD34+MFAP5+ C9 Marginal,TIMP3
CD34+MFAP5+ C9 Marginal,GREM2
CD34+MFAP5+ C9 Marginal,IFI27
CD34+MFAP5+ C9 Marginal,RHOA
CD34+MFAP5+ C9 Marginal,PRSS23
CD34+MFAP5+ C9 Marginal,PLP1
CD34+MFAP5+ C9 Marginal,CDR2L
CD34+MFAP5+ C9 Marginal,KCP
CD34+MFAP5+ C9 Marginal,ROBO4
CD34+MFAP5+ C9 Marginal,TLNRD1
CD34+MFAP5+ C9 Marginal,KPNA2
CD34+MFAP5+ C9 Marginal,RALGPS2
CD34+MFAP5+ C9 Marginal,ARL4D
CD34+MFAP5+ C9 Marginal,AMACR
CD34+MFAP5+ C9 Marginal,MLXIPL
CD34+MFAP5+ C9 Marginal,EHBP1
CD34+MFAP5+ C9 Marginal,AKR1C2
CD34+MFAP5+ C9 Marginal,TRIM29
CD34+MFAP5+ C9 Marginal,CADPS
CD34+MFAP5+ C9 Marginal,AXL
CD34+MFAP5+ C9 Marginal,MLIP
CD34+MFAP5+ C9 Marginal,AC040160.1
CD34+MFAP5+ C9 Marginal,TUBB6
CD34+MFAP5+ C9 Marginal,DENND2A
CD34+MFAP5+ C9 Marginal,GRK5
CD34+MFAP5+ C9 Marginal,DNAH5
CD34+MFAP5+ C9 Marginal,RAB27B
CD34+MFAP5+ C9 Marginal,TMSB4X
CD34+MFAP5+ C9 Marginal,PLXNB1
CD34+MFAP5+ C9 Marginal,COL12A1
CD34+MFAP5+ C9 Marginal,ADAMTS15
CD34+MFAP5+ C9 Marginal,TNFAIP2
CD34+MFAP5+ C9 Marginal,CDS1
CD34+MFAP5+ C9 Marginal,CST3
CD34+MFAP5+ C9 Marginal,ACLY
CD34+MFAP5+ C9 Marginal,FAM167A
CD34+MFAP5+ C9 Marginal,TEK
CD34+MFAP5+ C9 Marginal,TUBA1A
CD34+MFAP5+ C9 Marginal,HIGD1A
CD34+MFAP5+ C9 Marginal,FEM1C
CD34+MFAP5+ C9 Marginal,COL5A1
CD34+MFAP5+ C9 Marginal,SNX7
CD34+MFAP5+ C9 Marginal,B3GNT8
CD34+MFAP5+ C9 Marginal,TNFSF9
CD34+MFAP5+ C9 Marginal,S100A16
CD34+MFAP5+ C9 Marginal,CAVIN2
CD34+MFAP5+ C9 Marginal,PLCD3
CD34+MFAP5+ C9 Marginal,LAMB2
CD34+MFAP5+ C9 Marginal,RASSF4
CD34+MFAP5+ C9 Marginal,HUNK
CD34+MFAP5+ C9 Marginal,ELN
CD34+MFAP5+ C9 Marginal,GALNT10
CD34+MFAP5+ C9 Marginal,RAI2
CD34+MFAP5+ C9 Marginal,KCNK5
CD34+MFAP5+ C9 Marginal,ANXA4
CD34+MFAP5+ C9 Marginal,WNT2
CD34+MFAP5+ C9 Marginal,SFRP2
CD34+MFAP5+ C9 Marginal,ISLR
CD34+MFAP5+ C9 Marginal,SETD7
CD34+MFAP5+ C9 Marginal,PDGFRL
CD34+MFAP5+ C9 Marginal,OLAH
CD34+MFAP5+ C9 Marginal,CACNB1
CD34+MFAP5+ C9 Marginal,XG
CD34+MFAP5+ C9 Marginal,DPP3
CD34+MFAP5+ C9 Marginal,MN1
CD34+MFAP5+ C9 Marginal,HCFC1R1
CD34+MFAP5+ C9 Marginal,GALNT16
CD34+MFAP5+ C9 Marginal,FMNL2
CD34+MFAP5+ C9 Marginal,CD109
CD34+MFAP5+ C9 Marginal,CRYAB
CD34+MFAP5+ C9 Marginal,CCDC6
CD34+MFAP5+ C9 Marginal,FAM3B
CD34+MFAP5+ C9 Marginal,TPM1
CD34+MFAP5+ C9 Marginal,LRIG3
CD34+MFAP5+ C9 Marginal,ARHGAP12
CD34+MFAP5+ C9 Marginal,SPTAN1
CD34+MFAP5+ C9 Marginal,AIDA
CD34+MFAP5+ C9 Marginal,IL32
CD34+MFAP5+ C9 Marginal,SRPX2
CD34+MFAP5+ C9 Marginal,MEX3B
CD34+MFAP5+ C9 Marginal,KLF2
CD34+MFAP5+ C9 Marginal,CORO2B
CD34+MFAP5+ C9 Marginal,MMP16
CD34+MFAP5+ C9 Marginal,KIRREL3
CD34+MFAP5+ C9 Marginal,LGALS12
CD34+MFAP5+ C9 Marginal,TLR4
CD34+MFAP5+ C9 Marginal,CAVIN3
CD34+MFAP5+ C9 Marginal,PRELP
CD34+MFAP5+ C9 Marginal,ITPR3
CD34+MFAP5+ C9 Marginal,AGAP1
CD34+MFAP5+ C9 Marginal,KLHL29
CD34+MFAP5+ C9 Marginal,TTLL7
CD34+MFAP5+ C9 Marginal,VASN
CD34+MFAP5+ C9 Marginal,ZDHHC11B
CD34+MFAP5+ C9 Marginal,GAL3ST4
CD34+MFAP5+ C9 Marginal,RRAS2
CD34+MFAP5+ C9 Marginal,KLF4
CD34+MFAP5+ C9 Marginal,SMKR1
CD34+MFAP5+ C9 Marginal,RFTN1
CD34+MFAP5+ C9 Marginal,PPIC
CD34+MFAP5+ C9 Marginal,GAS1
CD34+MFAP5+ C9 Marginal,ITIH5
CD34+MFAP5+ C9 Marginal,SPRYD3
CD34+MFAP5+ C9 Marginal,TPPP
CD34+MFAP5+ C9 Marginal,SVEP1
CD34+MFAP5+ C9 Marginal,TMSB10
CD34+MFAP5+ C9 Marginal,CEP152
CD34+MFAP5+ C9 Marginal,CLIC1
CD34+MFAP5+ C9 Marginal,ABCG1
CD34+MFAP5+ C9 Marginal,FBRSL1
CD34+MFAP5+ C9 Marginal,PDE1C
CD34+MFAP5+ C9 Marginal,C5orf30
CD34+MFAP5+ C9 Marginal,ACVRL1
CD34+MFAP5+ C9 Marginal,ABCA8
CD34+MFAP5+ C9 Marginal,MORC4
CD34+MFAP5+ C9 Marginal,EPDR1
CD34+MFAP5+ C9 Marginal,CBR3
CD34+MFAP5+ C9 Marginal,RNASE4
CD34+MFAP5+ C9 Marginal,CPXM2
CD34+MFAP5+ C9 Marginal,SESTD1
CD34+MFAP5+ C9 Marginal,ANK2
CD34+MFAP5+ C9 Marginal,FHL1
CD34+MFAP5+ C9 Marginal,IMPA2
CD34+MFAP5+ C9 Marginal,ALDH1A1
CD34+MFAP5+ C9 Marginal,UGDH
CD34+MFAP5+ C9 Marginal,ABCA3
CD34+MFAP5+ C9 Marginal,UCHL1
CD34+MFAP5+ C9 Marginal,NDRG4
CD34+MFAP5+ C9 Marginal,TTC27
CD34+MFAP5+ C9 Marginal,ARAP1
CD34+MFAP5+ C9 Marginal,COLGALT2
CD34+MFAP5+ C9 Marginal,KCNA1
CD34+MFAP5+ C9 Marginal,COMTD1
CD34+MFAP5+ C9 Marginal,RNH1
CD34+MFAP5+ C9 Marginal,HAS1
CD34+MFAP5+ C9 Marginal,DPYSL3
CD34+MFAP5+ C9 Marginal,TEDC1
CD34+MFAP5+ C9 Marginal,NCKAP5
CD34+MFAP5+ C9 Marginal,ABI3BP
CD34+MFAP5+ C9 Marginal,KCNIP3
CD34+MFAP5+ C9 Marginal,DNM1
CD34+MFAP5+ C9 Marginal,CALHM2
CD34+MFAP5+ C9 Marginal,PKN3
CD34+MFAP5+ C9 Marginal,TCN2
CD34+MFAP5+ C9 Marginal,SLC37A3
CD34+MFAP5+ C9 Marginal,GRB10
CD34+MFAP5+ C9 Marginal,CCDC85A
CD34+MFAP5+ C9 Marginal,CCDC51
CD34+MFAP5+ C9 Marginal,EPHB6
CD34+MFAP5+ C9 Marginal,PARD3B
CD34+MFAP5+ C9 Marginal,MAF
CD34+MFAP5+ C9 Marginal,CAVIN1
CD34+MFAP5+ C9 Marginal,RABGEF1
CD34+MFAP5+ C9 Marginal,COL14A1
CD34+MFAP5+ C9 Marginal,ZNF215
CD34+MFAP5+ C9 Marginal,TMEM221
CD34+MFAP5+ C9 Marginal,GFRA1
CD34+MFAP5+ C9 Marginal,ESR1
CD34+MFAP5+ C9 Marginal,SREBF2
CD34+MFAP5+ C9 Marginal,HDAC7
CD34+MFAP5+ C9 Marginal,NIBAN1
CD34+MFAP5+ C9 Marginal,TMEM131L
CD34+MFAP5+ C9 Marginal,B3GALT4
CD34+MFAP5+ C9 Marginal,DIPK1A
CD34+MFAP5+ C9 Marginal,LCMT2
CD34+MFAP5+ C9 Marginal,QPCT
CD34+MFAP5+ C9 Marginal,FEZ1
CD34+MFAP5+ C9 Marginal,MMP27
CD34+MFAP5+ C9 Marginal,MEIS3
CD34+MFAP5+ C9 Marginal,TNFRSF21
CD34+MFAP5+ C9 Marginal,NEDD9
CD34+MFAP5+ C9 Marginal,HSPB6
CD34+MFAP5+ C9 Marginal,WNT2B
CD34+MFAP5+ C9 Marginal,NDRG1
CD34+MFAP5+ C9 Marginal,NINJ2
CD34+MFAP5+ C9 Marginal,PACS2
CD34+MFAP5+ C9 Marginal,TPST1
CD34+MFAP5+ C9 Marginal,ITGA5
CD34+MFAP5+ C9 Marginal,SLC27A3
CD34+MFAP5+ C9 Marginal,C15orf65
CD34+MFAP5+ C9 Marginal,PFKP
CD34+MFAP5+ C9 Marginal,ESYT2
CD34+MFAP5+ C9 Marginal,OR52K1
CD34+MFAP5+ C9 Marginal,RASSF2
CD34+MFAP5+ C9 Marginal,HDAC4
CD34+MFAP5+ C9 Marginal,CNN1
CD34+MFAP5+ C9 Marginal,LRTM1
CD34+MFAP5+ C9 Marginal,RNF212
CD34+MFAP5+ C9 Marginal,SERPINB8
CD34+MFAP5+ C9 Marginal,ADAMTSL1
CD34+MFAP5+ C9 Marginal,SSC5D
CD34+MFAP5+ C9 Marginal,SPON2
CD34+MFAP5+ C9 Marginal,CLTB
CD34+MFAP5+ C9 Marginal,TNKS1BP1
CD34+MFAP5+ C9 Marginal,MAP1A
CD34+MFAP5+ C9 Marginal,PXDC1
CD34+MFAP5+ C9 Marginal,NUMBL
CD34+MFAP5+ C9 Marginal,CORO1C
CD34+MFAP5+ C9 Marginal,ADAMTSL5
CD34+MFAP5+ C9 Marginal,EZR
CD34+MFAP5+ C9 Marginal,SH2D1A
CD34+MFAP5+ C9 Marginal,VGLL3
CD34+MFAP5+ C9 Marginal,CDH13
CD34+MFAP5+ C9 Marginal,IGSF9B
CD34+MFAP5+ C9 Marginal,TIMP2
CD34+MFAP5+ C9 Marginal,OAF
CD34+MFAP5+ C9 Marginal,METTL27
CD34+MFAP5+ C9 Marginal,ADAM15
CD34+MFAP5+ C9 Marginal,FGD5
CD34+MFAP5+ C9 Marginal,DOCK9
CD34+MFAP5+ C9 Marginal,ZNF628
CD34+MFAP5+ C9 Marginal,KIF21A
CD34+MFAP5+ C9 Marginal,FGF18
CD34+MFAP5+ C9 Marginal,THBS2
CD34+MFAP5+ C9 Marginal,CALU
CD34+MFAP5+ C9 Marginal,ITGB5
CD34+MFAP5+ C9 Marginal,C1orf167
CD34+MFAP5+ C9 Marginal,FLT1
CD34+MFAP5+ C9 Marginal,CHST7
CD34+MFAP5+ C9 Marginal,EBP
CD34+MFAP5+ C9 Marginal,CDV3
CD34+MFAP5+ C9 Marginal,ECT2
CD34+MFAP5+ C9 Marginal,SPTBN1
CD34+MFAP5+ C9 Marginal,FEM1B
CD34+MFAP5+ C9 Marginal,PRRX2
CD34+MFAP5+ C9 Marginal,PMP22
CD34+MFAP5+ C9 Marginal,FGFR1
CD34+MFAP5+ C9 Marginal,GNG11
CD34+MFAP5+ C9 Marginal,SWAP70
CD34+MFAP5+ C9 Marginal,SHC3
CD34+MFAP5+ C9 Marginal,ZYX
CD34+MFAP5+ C9 Marginal,CERCAM
CD34+MFAP5+ C9 Marginal,VCAN
CD34+MFAP5+ C9 Marginal,LGI1
CD34+MFAP5+ C9 Marginal,PIK3C2B
CD34+MFAP5+ C9 Marginal,PTPN7
CD34+MFAP5+ C9 Marginal,DUOXA1
CD34+MFAP5+ C9 Marginal,RNF166
CD34+MFAP5+ C9 Marginal,C2orf88
CD34+MFAP5+ C9 Marginal,ANTXR2
CD34+MFAP5+ C9 Marginal,A4GALT
CD34+MFAP5+ C9 Marginal,SIPA1L2
CD34+MFAP5+ C9 Marginal,PALMD
CD34+MFAP5+ C9 Marginal,POMGNT2
CD34+MFAP5+ C9 Marginal,EXT1
CD34+MFAP5+ C9 Marginal,PCSK5
CD34+MFAP5+ C9 Marginal,JADE3
CD34+MFAP5+ C9 Marginal,ARHGEF10
CD34+MFAP5+ C9 Marginal,VASH1
CD34+MFAP5+ C9 Marginal,LASP1
CD34+MFAP5+ C9 Marginal,PLXDC1
CD34+MFAP5+ C9 Marginal,AGTR1
CD34+MFAP5+ C9 Marginal,PGD
CD34+MFAP5+ C9 Marginal,ARHGAP20
CD34+MFAP5+ C9 Marginal,ADAMTS6
CD34+MFAP5+ C9 Marginal,CSF1
CD34+MFAP5+ C9 Marginal,TDRD10
CD34+MFAP5+ C9 Marginal,SFRP1
CD34+MFAP5+ C9 Marginal,SNX18
CD34+MFAP5+ C9 Marginal,SMIM14
CD34+MFAP5+ C9 Marginal,NOX4
CD34+MFAP5+ C9 Marginal,LHX8
CD34+MFAP5+ C9 Marginal,TUBB2B
CD34+MFAP5+ C9 Marginal,TAX1BP3
CD34+MFAP5+ C9 Marginal,FAM114A1
CD34+MFAP5+ C9 Marginal,ABCA9
CD34+MFAP5+ C9 Marginal,FLII
CD34+MFAP5+ C9 Marginal,ATP2B4
CD34+MFAP5+ C9 Marginal,PTPRZ1
CD34+MFAP5+ C9 Marginal,PCNX2
CD34+MFAP5+ C9 Marginal,SNX21
CD34+MFAP5+ C9 Marginal,NDE1
CD34+MFAP5+ C9 Marginal,NPR2
CD34+MFAP5+ C9 Marginal,CAMP
CD34+MFAP5+ C9 Marginal,HS6ST2
CD34+MFAP5+ C9 Marginal,GMNN
CD34+MFAP5+ C9 Marginal,PYGL
CD34+MFAP5+ C9 Marginal,PODXL
CD34+MFAP5+ C9 Marginal,VEGFD
CD34+MFAP5+ C9 Marginal,SLITRK4
CD34+MFAP5+ C9 Marginal,CRMP1
CD34+MFAP5+ C9 Marginal,KANK1
CD34+MFAP5+ C9 Marginal,ACTB
CD34+MFAP5+ C9 Marginal,WT1
CD34+MFAP5+ C9 Marginal,GRIN2D
CD34+MFAP5+ C9 Marginal,PERP
CD34+MFAP5+ C9 Marginal,PRR12
CD34+MFAP5+ C9 Marginal,TP53I11
CD34+MFAP5+ C9 Marginal,ITGB1BP1
CD34+MFAP5+ C9 Marginal,ANKRD13B
CD34+MFAP5+ C9 Marginal,OXCT2
MYH11+ C13 Marginal,MYH11
MYH11+ C13 Marginal,TSPAN15
MYH11+ C13 Marginal,SLC2A4
MYH11+ C13 Marginal,ITGA9
MYH11+ C13 Marginal,ADAMTS6
MYH11+ C13 Marginal,PDGFC
MYH11+ C13 Marginal,LUZP2
MYH11+ C13 Marginal,HHIP
MYH11+ C13 Marginal,SEMA3C
MYH11+ C13 Marginal,PLN
MYH11+ C13 Marginal,BTC
MYH11+ C13 Marginal,MACROD2
MYH11+ C13 Marginal,SCX
MYH11+ C13 Marginal,ACTA2
MYH11+ C13 Marginal,FBXL22
MYH11+ C13 Marginal,ITGA6
MYH11+ C13 Marginal,SYT10
MYH11+ C13 Marginal,MTCL1
MYH11+ C13 Marginal,SCARA3
MYH11+ C13 Marginal,PRUNE2
MYH11+ C13 Marginal,SORBS1
MYH11+ C13 Marginal,ECRG4
MYH11+ C13 Marginal,CKB
MYH11+ C13 Marginal,WFDC1
MYH11+ C13 Marginal,SYNPO2
MYH11+ C13 Marginal,RIMS1
MYH11+ C13 Marginal,PAWR
MYH11+ C13 Marginal,C12orf75
MYH11+ C13 Marginal,DIRAS1
MYH11+ C13 Marginal,PPP1R12B
MYH11+ C13 Marginal,RERG
MYH11+ C13 Marginal,AKAP1
MYH11+ C13 Marginal,CDC42EP3
MYH11+ C13 Marginal,CNN1
MYH11+ C13 Marginal,C3orf70
MYH11+ C13 Marginal,THBD
MYH11+ C13 Marginal,TTLL7
MYH11+ C13 Marginal,LMOD1
MYH11+ C13 Marginal,CAP2
MYH11+ C13 Marginal,CD9
MYH11+ C13 Marginal,HSPB7
MYH11+ C13 Marginal,CNTNAP3B
MYH11+ C13 Marginal,SHANK2
MYH11+ C13 Marginal,SORT1
MYH11+ C13 Marginal,BMP6
MYH11+ C13 Marginal,LIMS2
MYH11+ C13 Marginal,GJB6
MYH11+ C13 Marginal,ADAM19
MYH11+ C13 Marginal,CRIM1
