cluster,gene
c10,MT-ND2
c10,GPX3
c10,CD68
c10,VCAM1
c10,UAP1
c10,EMP3
c10,TIMP1
c10,SCARA5
c10,ANGPTL2
c10,NTN4
c10,ZNF385B
c10,DNASE1L3
c10,SORBS2
c10,TNC
c10,CAPS
c10,PTPRS
c10,APLP2
c10,TREM1
c10,NBL1
c10,DLX4
c10,SEMA3C
c10,MALAT1
c10,TMEM66
c10,CAV1
c10,FGF10
c10,SCARA3
c10,PLAC9
c10,PLEKHA1
c10,PROCR
c10,SEMA3A
c10,ITGBL1
c10,GABRA4
c10,ARL2
c10,COLEC12
c10,45184
c10,FAM134B
c10,ZIC1
c10,CHI3L2
c10,SELM
c10,NHP2L1
c10,HSD3B7
c10,NDFIP1
c10,SNED1
c10,SF3B14
c10,ITM2B
c10,CD164
c10,C7orf73
c10,UGP2
c10,MRP63
c10,GFPT2
c10,BZW1
c10,TSPO
c10,WISP2
c10,FAM49A
c10,CXXC5
c10,SLC39A14
c10,SDC2
c10,S100A6
c10,CD55
c10,CFI
c10,DLX3
c10,MT1F
c10,AXL
c10,SLC29A1
c10,C10orf54
c10,ARPC1B
c10,CYP1B1
c10,SOX5
c10,PLP2
c10,RP11-572C15.6
c10,FXYD5
c10,LDHA
c10,GS1-251I9.4
c10,CHST2
c10,MAP7D3
c10,MT1M
c10,C1GALT1
c10,SPARCL1
c10,CRNDE
c10,YWHAH
c10,C1orf63
c10,COPZ2
c10,STEAP4
c10,FAM46A
c10,HAS1
c10,NUPR1
c10,ABI3BP
c10,TSPAN15
c10,GPX4
c10,CSGALNACT1
c10,MT1G
c10,MT-ND5
c10,SEMA5A
c10,ATP5E
c10,GJB2
c10,SLC2A12
c10,CRISPLD1
c10,VIMP
c10,LSMD1
c10,NEAT1
c10,C10orf105
c10,GLRX
c10,GUK1
c10,RERG
c10,ARL6IP5
c10,ALDOA
c10,OAZ1
c10,ATP5G1
c10,LTBP3
c10,SAT1
c10,GOLM1
c10,PALMD
c10,PFKP
c10,C14orf2
c10,C1orf122
c10,MT-CYB
c10,CTTNBP2
c10,RPSAP58
c10,PPIC
c10,NENF
c10,ANXA1
c10,MINOS1
c10,PRKCDBP
c10,TSPAN7
c10,PSAP
c10,GPR64
c10,MRPL23
c10,SERF2
c10,BTC
c10,PCSK6
c10,KAZALD1
c10,NGFRAP1
c10,MT-ND4
c10,PPP1R14B
c10,SIX3
c10,PPP3CA
c10,HDDC2
c10,CDON
c10,SETD5-AS1
c10,GABARAPL2
c10,SELK
c10,SELT
c10,CNPY2
c10,SEMA3E
c10,ATPIF1
c10,C17orf58
c10,GALNT10
c10,POLD4
c10,BLOC1S1
c10,SSR4
c10,FNDC4
c10,UGDH
c10,SSBP4
c10,USMG5
c10,LRP1
c10,C10orf32
c10,TMEM261
c10,CIB1
c10,CD151
c10,PPP1CC
c10,ANPEP
c10,SGCA
c10,TMSB4X
c10,MMP24-AS1
c10,ATP5J
c10,COX16
c10,PSD3
c10,ATP5G3
c10,EPB41L3
c10,ABHD14A
c10,CYB5R3
c10,EML1
c10,WBP5
c10,APBB1IP
c10,LINC00657
c10,MAPK3
c10,PKM
c10,ARL4D
c10,SEPW1
c10,FDX1
c10,PPAPDC1B
c10,C11orf83
c10,C12orf23
c10,MT-ND1
c10,PCOLCE
c10,SOD1
c10,C16orf45
c10,ITGAE
c10,MAP1A
c10,COX6C
c10,MEDAG
c10,LINC00998
c10,OSR2
c10,KLF4
c10,ATP5D
c10,TMED9
c10,REXO2
c10,LSP1
c10,RCAN1
c10,LINC00969
c10,C16orf13
c10,TXNL4A
c10,COMT
c10,CD47
c10,SLC9A3R1
c10,ST6GALNAC6
c10,CRYL1
c10,TCEB2
c10,LRRN4CL
c10,PLIN3
c10,SGK1
c10,PRELP
c10,ASS1
c10,LYRM5
c10,CBR3
c10,MYEOV2
c10,RAMP2
c10,RPS27L
c10,ANXA4
c10,NUCB2
c10,PMP22
c10,CCDC104
c10,FKBP2
c10,DAP
c10,SEC61G
c10,IGSF8
c10,HOXA10
c10,PDPN
c10,PLD3
c10,ATP5H
c10,INO80C
c10,RPL21
c10,MESDC2
c10,C11orf31
c10,C4orf3
c10,RPL13A
c10,GULP1
c10,TMBIM4
c10,CRYAB
c10,PAM
c10,NAV1
c10,CD82
c10,VPS13A
c10,CD320
c10,KRT10
c10,TMED3
c10,RPL41
c10,ANXA7
c10,C19orf43
c10,PRCP
c10,COX7A2
c10,EFHD2
c10,FIS1
c10,ORAI3
c10,OST4
c10,C19orf60
c10,TM2D2
c10,ATP5O
c10,ATP5L
c10,FOXO1
c10,SEC11C
c10,C14orf166
c10,POLR2K
c10,FAM89B
c10,ZNF385D
c10,JTB
c10,NTAN1
c10,CCDC25
c10,NEDD8
c10,ITGAV
c10,MEG3
c10,SNX7
c10,ATP5J2
c10,FAM63B
c10,ISLR
c10,GABARAPL1
c10,ASAP2
c10,NDUFA11
c10,TMED10
c10,KIF22
c10,BLOC1S2
c10,TRPS1
c10,RPL7
c10,GNB2L1
c10,TMCO3
c10,ETFB
c10,DPP7
c10,CUX1
c10,NBEAL1
c10,IFI27L2
c10,ISCU
c10,TMEM230
c10,MT-CO3
c10,PMVK
c10,KDELR3
c10,TCEB1
c10,ADAM9
c10,EFEMP1
c10,SMAD3
c10,LINC00493
c10,WBSCR22
c10,RPL31
c10,CLK4
c10,MRPL17
c10,TECR
c10,RPL27A
c10,LINC00116
c10,FYN
c10,ATP6V1G1
c10,PDGFD
c10,CNBP
c10,RPS20
c10,GALNT1
c10,MPC2
c10,FAM174A
c10,GSTA4
c10,ZCRB1
c10,PDE4DIP
c10,STEAP2
c10,SSC5D
c10,AP3S1
c11,RPL17-C18ORF32
c11,HOPX
c11,MGP
c11,RPL9P9
c11,C11ORF96
c11,FP671120.3
c11,C12ORF57
c11,FP671120.4
c11,IGFBP5
c11,AP002990.1
c11,LRRC75A-AS1
c11,RPL21P16
c11,MOXD1
c11,CTGF
c11,TIMP1
c11,NMNAT3
c11,MTATP6P1
c11,NR2F1
c11,COL4A1
c11,CYP1B1
c11,RAMP1
c11,C4ORF3
c11,IGFBP7
c11,C7
c11,AC019322.4
c11,GPC3
c11,PALLD
c11,SERPINE1
c11,ENG
c11,NME1-NME2
c11,LAMP5
c11,UGDH-AS1
c11,ITGA1
c11,OLMALINC
c11,COL4A2
c11,LINC00504
c11,AP000350.4
c11,KCNQ1OT1
c11,UACA
c11,NR2F2
c11,IGFBP2
c11,LINC02503
c11,RNASEK-C17ORF49
c11,RPS10-NUDT3
c11,F2R
c11,C9ORF16
c11,PCSK1N
c11,AKAP12
c11,AC027290.2
c11,BGN
c11,AC245033.1
c11,CD81
c11,LAMC3
c11,AC120057.2
c11,DNAJC21
c11,KLF2
c11,SULF1
c11,C11ORF58
c11,C19ORF53
c11,COMP
c11,CALM1
c11,PTN
c11,MATN2
c11,POSTN
c11,NNT-AS1
c11,CSRP1
c11,MARCKS
c11,HELLPAR
c11,AL359762.3
c11,SYTL2
c11,SEPT11
c11,RAB3B
c11,PLXDC2
c11,LINC00887
c11,LINC01551
c11,CYR61
c11,SELENOW
c11,AC010422.8
c11,AC004057.1
c11,GAS5
c11,FBLN5
c11,ENC1
c11,AC016876.2
c11,AC093512.2
c11,ORC4
c11,AC074117.1
c11,SELENOP
c11,GGT5
c11,EMILIN1
c11,AL031281.2
c11,COL8A1
c11,SPON2
c11,EVA1B
c11,LAMA2
c11,RACK1
c11,RPL17
c11,VCAN
c11,TAGLN
c11,NEDD4
c11,AL671762.1
c11,BLOC1S6
c11,GNAS
c11,ITGBL1
c11,AC020916.1
c11,C6ORF48
c11,RPS10
c11,AC116533.1
c11,NTM
c11,INHBA
c11,LINC01873
c11,CHST12
c11,TBC1D15
c11,PTEN
c11,MXRA7
c11,TTC3
c11,C8ORF59
c11,GUCY1A1
c11,LTBP1
c11,LINC01578
c11,DAAM1
c11,JUND
c11,TPM1
c11,AC087473.1
c11,A2M
c11,ANXA5
c11,PIGN
c11,FILIP1L
c11,L2HGDH
c11,TCIM
c11,YIPF6
c11,SPATS2L
c11,CIAO2B
c11,LMO4
c11,TGFB1
c11,LTBP2
c11,ADAMTSL2
c11,TIMP3
c11,KPNA5
c11,ATP5PO
c11,RAPGEF5
c11,C2CD3
c11,CDH11
c11,COL15A1
c11,U2AF1L5
c11,AC068448.1
c11,RPL7P9
c11,NORAD
c11,C19ORF70
c11,UNC5B
c11,EEF1G
c11,ASPN
c11,CRLF1
c11,LXN
c11,NABP1
c11,SELENOH
c11,MORC4
c11,ATP5F1D
c11,PELO
c11,ZBTB20
c11,ATP5PF
c11,ATP9B
c11,ITGB1
c11,EIF3C
c11,TBC1D8B
c11,CALD1
c11,SRGN
c11,NBPF19
c11,NBPF9
c11,ATP5F1C
c11,TSHZ2
c11,EIF3CL
c11,ENPP1
c11,DUOX2
c11,SKIL
c11,PPFIBP1
c11,TNC
c11,ARMC10
c11,FBXO48
c11,C1ORF122
c11,RPL3P4
c11,C9ORF3
c11,MEIS2
c11,RPL36A-HNRNPH2
c11,COL16A1
c11,ANKRD36BP1
c11,NBPF14
c11,AP000892.3
c11,FAP
c11,BEX3
c11,DIO2
c11,SNHG6
c11,ITPRID2
c11,ARHGAP18
c11,NAP1L1
c11,ID4
c11,ATP5IF1
c11,AC010733.2
c11,NOP53
c11,NME2
c11,AL365205.1
c11,ZEB1
c11,TPT1
c11,FTX
c11,ITPRIPL2
c11,ATP5MG
c11,AC068587.4
c11,COL4A4
c11,MYL12B
c11,RPS4Y1
c11,APCDD1
c11,MYL12A
c11,ATP5MC3
c11,CFAP54
c11,RTRAF
c11,TENT5A
c11,ANO1
c11,EGR2
c11,AC093525.2
c11,AC011448.1
c11,MIR100HG
c11,FBXO32
c11,TCF21
c11,IER5L
c11,AC008763.3
c11,ANKH
c11,ZNF385D
c11,COL3A1
c11,EGR3
c11,CLEC14A
c11,CTHRC1
c11,ISLR
c11,FHL2
c11,RNASEK
c11,CDC42EP5
c11,ATP5F1A
c11,SELENOF
c11,ACTG1
c11,FHL3
c11,HTR2B
c11,ZBED3-AS1
c11,PDLIM2
c11,SEMA6B
c11,SEM1
c11,PRELP
c11,SSPN
c11,COL10A1
c11,TCEAL4
c11,REL
c11,BRI3
c11,CDC42EP3
c11,NRP1
c11,REX1BD
c11,AL121594.1
c11,AC253536.7
c11,EPS8
c11,NPC2
c11,MYH10
c11,ATP10D
c11,ATP5F1E
c11,NEXN
c11,AC020907.2
c11,DNAJC25-GNG10
c11,DNAAF4-CCPG1
c11,VEGFB
c11,ABHD2
c11,ELOB
c11,TMEM204
c11,AL354919.1
c11,AL713999.1
c11,AL096870.2
c11,NREP
c11,FBLIM1
c11,C6ORF62
c11,TMEM212
c11,AP003419.1
c11,ZNF704
c11,AL928654.3
c11,C1QTNF5
c11,DDX39B
c11,C1ORF123
c11,SRPX2
c11,TGM2
c11,CCNI
c11,AP005263.1
c11,CLEC11A
c11,NES
c11,TMEM189-UBE2V1
c11,PHLDB1
c11,MFRP
c11,CAVIN1
c11,LMO7
c11,CEBPD
c11,CCDC142
c11,TSPAN2
c11,SFRP1
c11,C7ORF50
c11,C1ORF54
c11,AC026362.1
c11,TRIP11
c11,MICAL2
c11,ATP5MC1
c11,FRZB
c11,DUSP6
c11,INTS6
c11,RCN3
c11,TPM4
c11,AC114490.2
c11,SNHG5
c11,GADD45A
c11,AL157935.2
c11,THBS1
c11,URGCP-MRPS24
c11,GUCY1A2
c11,MYH9
c11,ATF3
c11,SMIM26
c11,SFRP4
c11,SELENOM
c11,LUM
c11,FMO3
c11,AL358472.7
c11,GOLGB1
c11,ATP5PD
c11,SYNE1
c11,EMCN
c11,MYO1D
c11,SVIL
c11,RORA
c11,C1ORF43
c11,AL138752.2
c11,HDGFL3
c11,CDK2AP1
c11,PNPT1
c11,MTHFD1
c11,PDGFC
c11,PDLIM3
c11,COPS9
c11,MAP4
c11,SMIM3
c11,MMP23A
c11,BOD1L1
c11,PPP1R14B
c11,WISP1
c11,TOMM6
c11,LRRC58
c11,TPGS1
c11,DCBLD2
c11,BST2
c11,LIMS1
c11,KANK2
c11,NRXN2
c11,CYTOR
c11,AKAP13
c11,INAFM1
c11,IGFBP3
c11,AC091167.2
c11,HEYL
c11,GNAI1
c11,RPL36A
c11,JCAD
c11,TRIR
c11,TRIM56
c11,DKK3
c11,PHLDA3
c11,RRAS
c11,TNS1
c11,ATP5MC2
c11,CCDC71L
c11,AL163636.2
c11,AC004687.2
c11,PRSS23
c11,ENAH
c11,ATP5MPL
c11,RPL30
c11,SPTBN1
c11,AEBP1
c11,CD302
c11,TNS3
c11,LAMB1
c11,UBE2V1
c11,BMPR2
c11,TJP1
c11,MYLK
c11,MAP2K2
c12,HP
c12,KRT18
c12,SLPI
c12,KRT19
c12,RARRES1
c12,KRT8
c12,UPK3B
c12,TFPI2
c12,C3
c12,TM4SF1
c12,MSLN
c12,HBA2
c12,CLDN1
c12,RPS17
c12,MT1E
c12,CALB2
c12,SGK1
c12,SAT1
c12,KLF6
c12,HAS1
c12,GAS1
c12,EZR
c12,LXN
c12,IER3
c12,ALDH1A3
c12,SOD2
c12,HBB
c12,OGN
c12,IGF1
c12,CFI
c12,CFB
c12,MT2A
c12,NAMPT
c12,PIM1
c12,RSPO3
c12,PTGIS
c12,NR4A2
c12,SERPINE1
c12,TNFAIP3
c12,WT1
c12,DUSP1
c12,BCHE
c12,SFRP4
c12,EMP1
c12,MYC
c12,TIMP1
c12,TNFRSF12A
c12,RPS20
c12,MEDAG
c12,S100A10
c12,RPL31
c12,CCDC80
c12,MEST
c12,ANGPTL4
c12,SLC39A8
c12,S100A16
c12,RPS3
c12,JUND
c12,HEG1
c12,CXADR
c12,GADD45A
c12,RPL23
c12,GNB2L1
c12,EGFL6
c12,MT1X
c12,RGS4
c12,ANXA1
c12,LMCD1
c12,RPL34
c12,CYR61
c12,CCL2
c12,ERRFI1
c12,RPS6
c12,RPS18
c12,NFKBIZ
c12,FLRT2
c12,CENPW
c12,TPT1
c12,UGP2
c12,IL6
c12,SLC20A1
c12,RPS29
c12,RPL13A
c12,IL18
c12,GPRC5A
c12,NR4A1
c12,NR4A3
c12,RPL7
c12,ID2
c12,TCEAL2
c12,RPS4X
c12,KLF5
c12,HMGA1
c12,VAMP8
c12,CSRNP1
c12,NNMT
c12,BIRC3
c12,SEPP1
c12,ICAM1
c12,COL8A1
c12,CD200
c12,SLC16A1
c12,NR2F1
c12,PNRC1
c12,RPS14
c12,TRIB1
c12,RPSA
c12,CCNL1
c12,PDLIM3
c12,TXNRD1
c12,RPL10A
c12,ATF3
c12,RPL26
c12,RPS26
c12,TSTD1
c12,RPL36
c12,RPS12
c12,NFKBIA
c12,CAV1
c12,RPL37A
c12,HSPD1
c12,TUBA1C
c12,ARID5B
c12,ZFAS1
c12,NPM1
c12,OSR1
c12,RPL27A
c12,FOSB
c12,MAFF
c12,RPL23A
c12,RPS19
c12,CRYAB
c12,IL1R1
c12,CYSTM1
c12,PTGDS
c12,MAP3K8
c12,ID1
c12,RPL36A
c12,CCDC71L
c12,PAPPA
c12,RPL3
c12,RPS5
c12,OCIAD2
c12,SDC4
c12,CTNNAL1
c12,CPE
c12,ZNF331
c12,PLIN2
c12,TMEM98
c12,CLDN11
c12,RPS8
c12,REL
c12,PRDX6
c12,SH3GLB1
c12,PROCR
c12,RPL5
c12,VEGFA
c12,GJA1
c12,SLC7A2
c12,DCBLD2
c12,TGIF1
c12,STEAP1
c12,SEMA3B
c12,HSP90B1
c12,EIF3M
c12,RPS9
c12,ANXA2
c12,RPL38
c12,GATA6
c12,RPL4
c12,BTG2
c12,NGFRAP1
c12,HINT1
c12,DUSP23
c12,RPS2
c12,HSPA5
c12,NUCB2
c12,RPL21
c12,RPL11
c12,ARL4D
c12,YWHAE
c12,PTGER3
c12,RHOU
c12,PLOD2
c12,EGR3
c12,PTPRF
c12,RPS24
c12,PHGDH
c12,TUBB2A
c12,HSP90AB1
c12,MCL1
c12,UGCG
c12,CRABP2
c12,FOSL2
c12,RPS10
c12,MMP19
c12,DDX21
c12,RPL15
c12,AOX1
c12,HSPE1
c12,MEIS2
c12,HLA-DRA
c12,RPS16
c12,RPL13
c12,ATP2B1
c12,PDPN
c12,RARRES2
c12,WTAP
c12,EVA1C
c12,STMN1
c12,RPL12
c12,TPBG
c12,FKBP11
c12,KDM6B
c12,NABP1
c12,ODC1
c12,MARCKSL1
c12,TPD52L1
c12,RPL9
c12,CXCL2
c12,GYPC
c12,RPL35A
c12,NFIL3
c12,ALDH2
c12,RPS15A
c12,PDLIM4
c12,RPLP1
c12,WBP5
c12,EFEMP1
c12,RPS11
c12,SEZ6L2
c12,USP53
c12,SERINC5
c12,RPL37
c12,NAP1L1
c12,RPL27
c12,C2
c12,CPXM1
c12,SRGAP1
c12,RASSF8
c12,RPS27A
c12,RPL8
c12,PLAUR
c12,RPL32
c12,ANKRD28
c13,C7
c13,C2ORF40
c13,C11ORF96
c13,SFRP1
c13,RPL17-C18ORF32
c13,SELENOP
c13,SRGN
c13,RPL9P9
c13,RPL10P9
c13,RPL21P16
c13,CYR61
c13,FBLN5
c13,C12ORF57
c13,CEBPD
c13,CCL21
c13,FP671120.3
c13,JUND
c13,IGFBP7
c13,CTGF
c13,MTATP6P1
c13,A2M
c13,FP671120.4
c13,NMNAT3
c13,EDNRB
c13,CD81
c13,NR2F1
c13,EXOSC7
c13,NPY1R
c13,KLF2
c13,C4ORF3
c13,FILIP1L
c13,LRRC75A-AS1
c13,AKAP12
c13,AC019322.4
c13,RPS10-NUDT3
c13,COL4A4
c13,AP002990.1
c13,ITGA1
c13,GGT5
c13,TCF21
c13,PTN
c13,AP000350.4
c13,NR2F2
c13,FMO3
c13,NABP1
c13,G0S2
c13,NME1-NME2
c13,LINC00504
c13,DAAM1
c13,OLMALINC
c13,UGDH-AS1
c13,MOXD1
c13,IFITM2
c13,THBS1
c13,AC245033.1
c13,SYTL2
c13,RNASEK-C17ORF49
c13,KCNQ1OT1
c13,CD302
c13,MGP
c13,AC027290.2
c13,AC004057.1
c13,LINC02503
c13,CFHR1
c13,RPL7P9
c13,AC016876.2
c13,C11ORF58
c13,AL359762.3
c13,EMCN
c13,TINAGL1
c13,PALLD
c13,LINC01551
c13,NNT-AS1
c13,RPL3P4
c13,AC120057.2
c13,RAB3B
c13,SYNE2
c13,CCL2
c13,NRP1
c13,HGF
c13,GPC3
c13,AC074117.1
c13,AC116533.1
c13,DNAJC21
c13,LINC00887
c13,AL671762.1
c13,ENG
c13,GAS5
c13,DEPP1
c13,ORC4
c13,HELLPAR
c13,AC020916.1
c13,AC010422.8
c13,RPL18AP3
c13,C6ORF48
c13,ATF3
c13,ADRA2C
c13,AC093512.2
c13,FOSB
c13,YIPF6
c13,ABCA8
c13,COLEC11
c13,NR4A1
c13,BLOC1S6
c13,INTS6
c13,CDKN1C
c13,AP000892.3
c13,C19ORF53
c13,TCIM
c13,NEDD4
c13,ABCC9
c13,TBC1D15
c13,ADAMTSL2
c13,ADH1B
c13,AL031281.2
c13,NOP53
c13,MFRP
c13,RPL36A-HNRNPH2
c13,L2HGDH
c13,AC020907.2
c13,GNAS
c13,KLF9
c13,SPART
c13,U2AF1L5
c13,PELO
c13,FOS
c13,LINC00924
c13,FBXO48
c13,C1QTNF5
c13,AC087473.1
c13,NEXN
c13,LINC01873
c13,PTGER1
c13,TENT5A
c13,ADAMTS1
c13,JUN
c13,PIGN
c13,GFRA1
c13,DUOX2
c13,SLC2A3
c13,AC114490.2
c13,C2CD3
c13,RPS10
c13,PTEN
c13,ATP5PO
c13,ZNF385D
c13,AC068448.1
c13,SELENOM
c13,KPNA5
c13,EPAS1
c13,CHST12
c13,S1PR3
c13,NEGR1
c13,ID4
c13,PDGFRA
c13,CIAO2B
c13,C8ORF59
c13,LINC01578
c13,AC011448.1
c13,LHFPL6
c13,ATP9B
c13,CSRP1
c13,CDC42EP3
c13,BEX3
c13,RACK1
c13,ALDH1A1
c13,FBLIM1
c13,SPINT2
c13,RND3
c13,EIF3CL
c13,CALD1
c13,MATN2
c13,GRAMD2B
c13,RIPOR3
c13,NFASC
c13,SERPINE1
c13,AC010733.2
c13,DPEP1
c13,LINC01660
c13,EIF3C
c13,BNIP3L
c13,AC093525.2
c13,REL
c13,EGR1
c13,PPP1R14A
c13,LITAF
c13,UACA
c13,RNASEK
c13,FHL2
c13,C9ORF16
c13,AC253536.7
c13,EIF4A1
c13,AC138207.7
c13,ZBTB20
c13,IL6ST
c13,MYH10
c13,RRAS
c13,GUCY1A2
c13,C19ORF70
c13,ATP1B1
c13,EPB41L2
c13,TAGLN
c13,MT1M
c13,SRSF7
c13,CFAP54
c13,CEBPB
c13,TXNIP
c13,CYP1B1
c13,RPS3AP6
c13,BTG2
c13,RAPGEF5
c13,RPL6P27
c13,TCEAL4
c13,PCDH10
c13,FILIP1
c13,RPL17
c13,CYB5A
c13,MORC4
c13,MYL12A
c13,GNAI1
c13,TBC1D8B
c13,AL365205.1
c13,SEMA6B
c13,WDPCP
c13,SNHG6
c13,RBP1
c13,FMO2
c13,AC134407.2
c13,TMEM35B
c13,AC068587.4
c13,AC021078.1
c13,AC037198.1
c13,PHLDA1
c13,ATP5PF
c13,ACSL6
c13,PCSK7
c13,SSTR2
c13,ATP10D
c13,AL713999.1
c13,NORAD
c13,MEIS2
c13,BASP1
c13,CHST7
c13,RPS4Y1
c13,AL138694.1
c13,ADAMTS4
c13,ZBED3-AS1
c13,TSC22D1
c13,ATP5IF1
c13,AC019205.1
c13,PPP1CB
c13,DDX39B
c13,AC026362.1
c13,AL096870.2
c13,AC012313.1
c13,KCNJ8
c13,ATP5F1D
c13,GUCY1A1
c13,ZEB2
c13,LIFR
c13,SERTAD1
c13,AP005263.1
c13,LAMC3
c13,PLCXD3
c13,PPP2CB
c13,C6ORF62
c13,SH3BP5
c13,IER5L
c13,C1ORF122
c13,ZBTB16
c13,SELENOW
c13,SEPT4
c13,ATP5MG
c13,AES
c13,LPIN2
c13,SEC14L1
c13,NBPF19
c13,TMEM212
c13,C1ORF123
c13,SNHG5
c13,EMILIN1
c13,AL121594.1
c13,DNAJC25-GNG10
c13,C15ORF40
c13,AC122718.1
c13,CP
c13,ITPRID2
c13,TRIM56
c13,LINC02267
c13,FTX
c13,SYNE1
c13,AC008763.3
c13,ARMC10
c13,DNAAF4-CCPG1
c13,AL592211.1
c13,AL356737.1
c13,BST2
c13,RASL11A
c13,MXRA7
c13,HMGB1P6
c13,ESCO2
c13,COL14A1
c13,EEF1G
c13,TMEM189-UBE2V1
c13,C1ORF54
c13,CCDC142
c13,AL358472.7
c13,EPS8
c13,TPM1
c13,AL163636.2
c13,DKK3
c13,AC003991.1
c13,DACH1
c13,HMGB1P5
c13,SDC4
c13,AL157935.2
c13,AL354919.1
c13,SENP3-EIF4A1
c13,NR2F2-AS1
c13,ATP5F1C
c13,TOMM6
c13,TACC1
c13,TMBIM4
c13,MBNL2
c13,FAM3C
c13,BCL2L2-PABPN1
c13,IER5
c13,RPL21P119
c13,SPRY2
c13,TRIP11
c13,MARCKS
c13,AL022322.2
c13,EMID1
c13,ARFGAP2
c13,DDX3X
c13,SEPT7
c13,COL4A1
c13,LONRF1
c13,DUSP6
c13,COL4A3
c13,GBP4
c13,CNTN1
c13,ANKRD36BP1
c13,ADGRE5
c13,AC008079.1
c13,TJP1
c13,CAMK2N1
c13,RERG
c13,RTRAF
c13,LRRC58
c13,TF
c13,PNPT1
c13,AKAP2
c13,ANGPT1
c13,AL138752.2
c13,ZNF526
c13,CTNNAL1
c13,FRZB
c13,RPL13AP5
c13,MIPOL1
c13,SLIT3
c13,ITM2C
c13,PDLIM5
c13,AL928654.3
c13,BOD1L1
c13,SLC9A3R2
c13,NBPF9
c13,ATRNL1
c13,AC010132.3
c13,C9ORF3
c13,MYADM
c13,RGS2
c13,CLEC3B
c13,ARHGDIB
c13,PALM2-AKAP2
c13,SELENOF
c13,MYLK
c13,DHRS3
c13,TLE2
c13,TPT1
c13,JDP2
c13,ALDH2
c13,ADAMTSL3
c13,AC091167.2
c13,HNRNPU
c13,ACTN4
c13,CCDC71L
c13,SIK1B
c13,C9ORF78
c13,ENDOD1
c13,SLC38A2
c13,CFH
c13,ART4
c13,ATP5MC3
c13,MYO10
c13,RBMS3
c13,SNRPN
c13,MFSD4B
c13,TMTC1
c13,DST
c13,NBPF14
c13,MMP23A
c13,SELENOS
c13,MAGI2-AS3
c13,IER2
c13,RGPD5
c13,SYNPO2
c13,CARMN
c13,ATP5F1A
c13,GATA6
c13,SEMA4A
c13,C5ORF24
c13,AL022311.1
c13,C1ORF43
c13,ZFAND5
c13,ANTXR2
c13,SOCS3
c13,AL645922.1
c13,URGCP-MRPS24
c13,APOBEC3A
c13,HTR2B
c13,ATP6V1G2-DDX39B
c13,AP003419.1
c13,ANKHD1-EIF4EBP3
c13,ATP5PD
c13,TLCD2
c13,SMIM26
c13,PJA2
c13,AGTR1
c13,ATP5MC2
c13,MTHFD1
c13,TCEAL9
c13,STAT3
c13,PABPN1
c13,REX1BD
c13,JADE1
c13,ITM2B
c13,SELENOH
c13,ROCK2
c13,OLFML3
c13,BTG1
c13,FRMD6-AS1
c13,RPL23
c13,TGFBR2
c13,EVA1B
c13,ABCA6
c13,CCNI
c13,HCLS1
c13,TNS2
c13,CBWD3
c13,ZNF106
c13,TRIR
c13,SMIM3
c13,SELENOK
c13,AOC3
c13,UBE2V1
c13,NME2
c13,NR4A3
c13,AC004687.2
c13,SRRM2
c13,AK3
c13,RGS16
c13,CCDC102B
c13,RAMP1
c13,ALDH7A1
c13,CRISPLD2
c13,GPM6B
c13,ZFP36
c13,HDGFL3
c13,UBE2S
c13,TCEAL1
c13,SETBP1
c13,U2AF1
c13,SVEP1
c13,HOPX
c13,KCNK6
c13,ARHGAP15
c13,NFKBIZ
c13,TCEAL3
c13,C7ORF50
c13,FAM162A
c13,IREB2
c13,LRPAP1
c13,EGR3
c13,C19ORF66
c13,KIAA1328
c13,GTF2IRD2
c13,AC068547.1
c13,ZBED6
c13,KAT6B
c13,CD46
c13,SKIL
c13,TPGS1
c13,RTF2
c13,FSCN3
c13,PCGF5
c13,LDB2
c13,MAFF
c13,HMOX2
c13,PPP1R3B
c13,IRF1
c13,GOLGB1
c13,CDC42EP5
c13,KLF13
c13,CKB
c13,PPHLN1
c13,SBF2
c13,CCDC50
c13,TOMM20
c13,TRIL
c13,TNFSF12
c13,PDLIM2
c13,PKDCC
c13,SIK1
c13,MAPK10
c13,ATP5MPL
c13,MOSMO
c13,SYNJ2BP-COX16
c13,ENPP1
c13,DNAJB4
c13,GTF2H2
c13,HOXA10
c13,PTGDS
c13,MICAL3
c13,PTGIR
c13,FEM1A
c13,POMGNT1
c13,STON1
c13,CPVL
c13,NCK2
c13,ITGB1
c13,UBE2M
c13,SPECC1
c13,AL136295.5
c13,TSPYL1
c13,ATP5F1B
c13,VCL
c13,CPED1
c13,MCL1
c13,BLOC1S5-TXNDC5
c13,HSD17B12
c13,FCGRT
c13,SAMHD1
c13,THSD4
c13,LIMA1
c13,TLN1
c13,IGFBP3
c13,PRKAR2B
c13,SEM1
c13,COPS9
c13,FKBP5
c13,EIF4B
c13,MYL12B
c13,QKI
c13,BORCS7
c13,CENPBD1P1
c13,CYB561A3
c13,PLSCR1
c13,PHC2
c13,RAPH1
c13,SFPQ
c13,RBM14-RBM4
c13,CCBE1
c13,SH3D19
c13,FAM120AOS
c13,ZNF605
c13,TMEM204
c13,BRI3
c13,CBWD1
c13,NAMPT
c13,GNG10
c13,AMOTL2
c13,PLA2G4A
c13,GMFG
c13,MBD2
c13,HNRNPA2B1
c13,PHACTR4
c13,PTH1R
c13,TRAPPC5
c13,DDX3Y
